ID;Departamento;Provincia;Distrito;Localidad;Mesa;Peru Libre;Fuerza Popular;Total Validos;Voto Blanco;Voto Nulo;Voto Impugnado;Total Votos;Electores Habiles
159;CUSCO;CANAS;CHECCA;IE 56127;015354;183;3;186;1;7;0;194;261
160;CUSCO;CANAS;CHECCA;IE 56127;015356;175;0;175;0;6;0;181;260
161;CUSCO;CANAS;CHECCA;IE ALTIVA CANAS DE CHITIBAMBA - NIVEL SECUNDARIO;901119;169;1;170;2;3;0;175;213
162;CUSCO;CANAS;CHECCA;IE SAN ANDRES;015358;220;1;221;0;7;0;228;300
163;CUSCO;CANAS;CHECCA;IE SAN ANDRES;015365;220;3;223;2;9;0;234;300
164;CUSCO;CANAS;CHECCA;IE SAN ANDRES;015367;221;2;223;1;0;0;224;300
165;CUSCO;CANAS;LAYO;TECNICO AGROPECUARIO;015406;136;1;137;0;6;0;143;216
166;CUSCO;CANAS;LAYO;TECNICO AGROPECUARIO;015407;149;2;151;1;5;0;157;216
167;CUSCO;CANAS;QUEHUE;IE 56122 HIPOLITO TUPAC AMARU;901120;161;3;164;3;3;0;170;212
168;CUSCO;CANAS;QUEHUE;IE 56122 HIPOLITO TUPAC AMARU;901121;179;2;181;1;1;0;183;212
169;CUSCO;CANAS;TUPAC AMARU;IE 56114 FERNANDO TUPAC AMARU;015422;205;3;208;3;3;0;214;277
170;CUSCO;CANAS;TUPAC AMARU;IE 56114 FERNANDO TUPAC AMARU;015424;206;2;208;1;6;0;215;277
171;CUSCO;CANAS;YANAOCA;IE INTEGRADO RICARDO PALMA;901117;131;2;133;1;4;0;138;152
172;CUSCO;CANCHIS;COMBAPATA;JERONIMO ZAVALA;015590;0;0;0;0;202;0;202;282
173;CUSCO;CANCHIS;MARANGANI;56025;015620;238;2;240;0;1;0;241;300
174;CUSCO;CHUMBIVILCAS;CAPACMARCA;IE 56260 SR DE HUANCA;015752;170;3;173;0;7;0;180;280
175;CUSCO;CHUMBIVILCAS;CHAMACA;IE 56263 SAN ANTONIO;015785;126;2;128;1;6;0;135;218
176;CUSCO;CHUMBIVILCAS;CHAMACA;IE 56364 CANGALLE;901136;108;2;110;0;1;0;111;123
177;CUSCO;CHUMBIVILCAS;CHAMACA;IE DANIEL ALCIDES CARRION;015790;218;3;221;0;4;0;225;300
178;CUSCO;CHUMBIVILCAS;CHAMACA;IE DANIEL ALCIDES CARRION;015791;229;1;230;0;5;0;235;300
179;CUSCO;CHUMBIVILCAS;CHAMACA;IE DANIEL ALCIDES CARRION;015794;221;1;222;0;3;0;225;300
180;CUSCO;CHUMBIVILCAS;CHAMACA;IE DANIEL ALCIDES CARRION;015795;219;2;221;2;6;0;229;300
181;CUSCO;CHUMBIVILCAS;CHAMACA;IE DANIEL ALCIDES CARRION;015799;216;0;216;0;2;0;218;300
182;CUSCO;CHUMBIVILCAS;COLQUEMARCA;IE 56257 COLQUEMARCA;015779;209;0;209;0;18;0;227;300
183;CUSCO;CHUMBIVILCAS;COLQUEMARCA;IE 56257 COLQUEMARCA;015783;219;1;220;0;9;0;229;300
184;CUSCO;CHUMBIVILCAS;COLQUEMARCA;IE INTEGRADO 56326;901135;140;2;142;4;9;0;155;189
185;CUSCO;CHUMBIVILCAS;COLQUEMARCA;IE INTEGRADO N°56324;901132;209;0;209;5;8;0;222;289
186;CUSCO;CHUMBIVILCAS;COLQUEMARCA;IE INTEGRADO N°56324;901133;222;3;225;1;8;0;234;290
187;CUSCO;CHUMBIVILCAS;COLQUEMARCA;IE LA MERCED;015767;197;2;199;0;3;0;202;286
188;CUSCO;CHUMBIVILCAS;LIVITACA;IE 56377 CHILLOROYA;901144;160;1;161;0;6;0;167;215
189;CUSCO;CHUMBIVILCAS;LIVITACA;IE INTEGRADO 56266 LIVITACA;015817;206;1;207;0;8;0;215;300
190;CUSCO;CHUMBIVILCAS;LIVITACA;IE RAMON PONCE MOLINA;901142;169;2;171;2;5;0;178;209
191;CUSCO;CHUMBIVILCAS;LIVITACA;IE SAN BARTOLOME;901146;183;1;184;2;5;0;191;236
192;CUSCO;CHUMBIVILCAS;LIVITACA;IE SAN BARTOLOME;901147;183;3;186;2;10;0;198;236
193;CUSCO;CHUMBIVILCAS;LIVITACA;IE SAN SEBASTIAN - PRIMARIA;015802;155;2;157;3;8;0;168;258
194;CUSCO;CHUMBIVILCAS;LIVITACA;IE SAN SEBASTIAN - SECUNDARIA;015804;215;2;217;0;9;0;226;300
195;CUSCO;CHUMBIVILCAS;LIVITACA;IE SAN SEBASTIAN - SECUNDARIA;015807;191;3;194;0;14;0;208;300
196;CUSCO;CHUMBIVILCAS;LLUSCO;IE SECUNDARIA MIXTO AGROPECUARIA JOSE CARLOS MARIATEGUI;015829;203;1;204;2;2;0;208;300
197;CUSCO;CHUMBIVILCAS;LLUSCO;IE SECUNDARIA MIXTO AGROPECUARIA JOSE CARLOS MARIATEGUI;015831;226;1;227;2;9;0;238;300
198;CUSCO;CHUMBIVILCAS;LLUSCO;IE SECUNDARIA MIXTO AGROPECUARIA JOSE CARLOS MARIATEGUI;015832;210;0;210;0;7;0;217;300
199;CUSCO;CHUMBIVILCAS;LLUSCO;IE SECUNDARIA MIXTO AGROPECUARIA JOSE CARLOS MARIATEGUI;015837;200;1;201;2;9;0;212;300
200;CUSCO;CHUMBIVILCAS;LLUSCO;IE SECUNDARIA MIXTO AGROPECUARIA JOSE CARLOS MARIATEGUI;015838;207;0;207;0;1;0;208;300
201;CUSCO;CHUMBIVILCAS;LLUSCO;IE SECUNDARIA MIXTO AGROPECUARIA JOSE CARLOS MARIATEGUI;015840;221;3;224;2;2;0;228;300
202;CUSCO;CHUMBIVILCAS;LLUSCO;IE SECUNDARIA MIXTO AGROPECUARIA JOSE CARLOS MARIATEGUI;015841;205;0;205;1;8;0;214;300
203;CUSCO;CHUMBIVILCAS;LLUSCO;IEP 56270 SANTA ROSA;015826;171;2;173;2;3;0;178;270
204;CUSCO;CHUMBIVILCAS;LLUSCO;IEP 56270 SANTA ROSA;015827;155;2;157;0;2;0;159;269
205;CUSCO;CHUMBIVILCAS;QUIÑOTA;IE 56272 MILAGROSO SEÑOR DE HUANCA;015844;215;2;217;2;4;0;223;296
206;CUSCO;CHUMBIVILCAS;QUIÑOTA;IE 56272 MILAGROSO SEÑOR DE HUANCA;015845;199;1;200;2;3;0;205;296
207;CUSCO;CHUMBIVILCAS;QUIÑOTA;IE 56272 MILAGROSO SEÑOR DE HUANCA;015847;224;2;226;1;9;0;236;296
208;CUSCO;CHUMBIVILCAS;QUIÑOTA;IE 56272 MILAGROSO SEÑOR DE HUANCA;015851;211;3;214;2;8;0;224;295
209;CUSCO;CHUMBIVILCAS;SANTO TOMAS;IE 56319 ROSA DE SANTA MARIA;015702;151;1;152;1;5;0;158;264
210;CUSCO;CHUMBIVILCAS;SANTO TOMAS;IE 56354 ALHUACCHULLO;901131;187;3;190;2;16;0;208;245
211;CUSCO;CHUMBIVILCAS;SANTO TOMAS;IE 57004 ROSA DE AMERICA;015741;199;3;202;5;12;0;219;300
212;CUSCO;CHUMBIVILCAS;SANTO TOMAS;IE ANTERO EFRAIN UGARTE VIZCARRA;901125;180;3;183;4;15;0;202;264
213;CUSCO;CHUMBIVILCAS;SANTO TOMAS;IE ANTERO EFRAIN UGARTE VIZCARRA;901126;193;1;194;5;6;0;205;265
214;CUSCO;CHUMBIVILCAS;SANTO TOMAS;IE ANTERO EFRAIN UGARTE VIZCARRA;901128;186;3;189;5;24;0;218;264
215;CUSCO;CHUMBIVILCAS;SANTO TOMAS;IE ANTERO EFRAIN UGARTE VIZCARRA;901129;184;2;186;0;16;0;202;264
216;CUSCO;CHUMBIVILCAS;SANTO TOMAS;IE EMBLEMATICO SANTO TOMAS;015709;200;2;202;0;7;0;209;300
217;CUSCO;CHUMBIVILCAS;SANTO TOMAS;IE EMBLEMATICO SANTO TOMAS;015717;211;2;213;0;5;0;218;300
