ID;Departamento;Provincia;Distrito;Localidad;Mesa;Peru Libre;Fuerza Popular;Total Validos;Voto Blanco;Voto Nulo;Voto Impugnado;Total Votos;Electores Habiles
66;HUANCAVELICA;HUANCAVELICA;YAULI;IE 36293 SAN JUAN DE CCARHUACC;901316;204;0;204;0;0;0;204;255
67;HUANCAVELICA;HUANCAVELICA;YAULI;IE 36293 SAN JUAN DE CCARHUACC;901317;203;0;203;1;1;0;205;256
68;HUANCAVELICA;HUANCAVELICA;YAULI;IE 36293 SAN JUAN DE CCARHUACC;901319;211;0;211;0;0;0;211;256
69;HUANUCO;HUAMALIES;ARANCAY;IE 32731;901542;42;0;42;0;2;0;44;87
70;HUANUCO;HUANUCO;CHINCHAO;IE NUESTRA SEÑORA DE LOURDES;018236;0;0;0;0;199;0;199;300
71;HUANUCO;HUANUCO;CHURUBAMBA;IE MICAELA BASTIDAS;018286;0;0;0;0;293;0;293;293
72;HUANUCO;HUANUCO;MARGOS;I.E JESÚS DE NAZARENO;018317;154;0;154;1;36;0;191;300
73;HUANUCO;HUANUCO;SANTA MARIA DEL VALLE;012;018386;0;0;0;0;117;0;117;248
74;HUANUCO;PACHITEA;UMARI;IE LA PUNTA;901611;0;0;0;0;202;0;202;261
75;HUANUCO;YAROWILCA;CHORAS;IE INTEGRADA GARU;019844;197;0;197;0;0;0;197;300
76;ICA;CHINCHA;CHINCHA ALTA;IEI 225 EMILIA BARCIA BONIFFATTI;020948;0;0;0;0;274;0;274;300
77;ICA;CHINCHA;PUEBLO NUEVO;IE 255 NIÑO DE JESUS DE PRAGA;021341;0;0;0;0;262;0;262;300
78;ICA;CHINCHA;SUNAMPE;IE 22290 - GUAYABO;021242;0;0;0;0;270;0;270;300
79;ICA;ICA;ICA;IE 22733 REPUBLICA DE CANADA;020033;0;0;0;0;50;0;50;300
80;ICA;ICA;TATE;IE 22360 FRANCISCO PEREZ ANAMPA;020827;0;0;0;0;67;0;67;300
81;JUNIN;HUANCAYO;HUANCAYO;IE 30059 ROSA DE AMERICA;022222;0;0;0;0;221;0;221;300
82;JUNIN;SATIPO;RIO TAMBO;IE LA INMACULADA;024773;0;0;0;0;124;0;124;300
83;JUNIN;SATIPO;SATIPO;IE JOSE OLAYA;024482;0;0;0;0;240;0;240;300
